"","year","race","dollar_type","income_quintile","income_dollars"
"1738",1997,"Black Alone","2019 Dollars","Fourth",64402
"1739",1997,"Black Alone","2019 Dollars","Highest",127825
"1740",1997,"Black Alone","2019 Dollars","Top 5%",200601
"1741",1996,"Black Alone","2019 Dollars","Lowest",8217
"1742",1996,"Black Alone","2019 Dollars","Second",21158
"1743",1996,"Black Alone","2019 Dollars","Middle",38174
"1744",1996,"Black Alone","2019 Dollars","Fourth",62617
"1745",1996,"Black Alone","2019 Dollars","Highest",134016
"1746",1996,"Black Alone","2019 Dollars","Top 5%",229473
"1747",1995,"Black Alone","2019 Dollars","Lowest",8045
"1748",1995,"Black Alone","2019 Dollars","Second",20844
"1749",1995,"Black Alone","2019 Dollars","Middle",37672
"1750",1995,"Black Alone","2019 Dollars","Fourth",61346
"1751",1995,"Black Alone","2019 Dollars","Highest",126102
"1752",1995,"Black Alone","2019 Dollars","Top 5%",204807
"1753",1994,"Black Alone","2019 Dollars","Lowest",7566
"1754",1994,"Black Alone","2019 Dollars","Second",19655
"1755",1994,"Black Alone","2019 Dollars","Middle",35918
"1756",1994,"Black Alone","2019 Dollars","Fourth",60825
"1757",1994,"Black Alone","2019 Dollars","Highest",126401
"1758",1994,"Black Alone","2019 Dollars","Top 5%",200971
"1759",1993,"Black Alone","2019 Dollars","Lowest",7195
"1760",1993,"Black Alone","2019 Dollars","Second",18194
"1761",1993,"Black Alone","2019 Dollars","Middle",34035
"1762",1993,"Black Alone","2019 Dollars","Fourth",56379
"1763",1993,"Black Alone","2019 Dollars","Highest",122058
"1764",1993,"Black Alone","2019 Dollars","Top 5%",200256
"1765",1992,"Black Alone","2019 Dollars","Lowest",6998
"1766",1992,"Black Alone","2019 Dollars","Second",17734
"1767",1992,"Black Alone","2019 Dollars","Middle",33509
"1768",1992,"Black Alone","2019 Dollars","Fourth",56461
"1769",1992,"Black Alone","2019 Dollars","Highest",113226
"1770",1992,"Black Alone","2019 Dollars","Top 5%",174517
"1771",1991,"Black Alone","2019 Dollars","Lowest",7051
"1772",1991,"Black Alone","2019 Dollars","Second",18032
"1773",1991,"Black Alone","2019 Dollars","Middle",34546
"1774",1991,"Black Alone","2019 Dollars","Fourth",57857
"1775",1991,"Black Alone","2019 Dollars","Highest",112368
"1776",1991,"Black Alone","2019 Dollars","Top 5%",168683
"1777",1990,"Black Alone","2019 Dollars","Lowest",7273
"1778",1990,"Black Alone","2019 Dollars","Second",18564
"1779",1990,"Black Alone","2019 Dollars","Middle",35481
"1780",1990,"Black Alone","2019 Dollars","Fourth",59152
"1781",1990,"Black Alone","2019 Dollars","Highest",115566
"1782",1990,"Black Alone","2019 Dollars","Top 5%",174839
"1783",1989,"Black Alone","2019 Dollars","Lowest",7556
"1784",1989,"Black Alone","2019 Dollars","Second",19156
"1785",1989,"Black Alone","2019 Dollars","Middle",36009
"1786",1989,"Black Alone","2019 Dollars","Fourth",59651
"1787",1989,"Black Alone","2019 Dollars","Highest",117132
"1788",1989,"Black Alone","2019 Dollars","Top 5%",174230
"1789",1988,"Black Alone","2019 Dollars","Lowest",7595
"1790",1988,"Black Alone","2019 Dollars","Second",18133
"1791",1988,"Black Alone","2019 Dollars","Middle",34141
"1792",1988,"Black Alone","2019 Dollars","Fourth",57825
"1793",1988,"Black Alone","2019 Dollars","Highest",116469
"1794",1988,"Black Alone","2019 Dollars","Top 5%",175413
"1795",1987,"Black Alone","2019 Dollars","Lowest",7413
"1796",1987,"Black Alone","2019 Dollars","Second",17946
"1797",1987,"Black Alone","2019 Dollars","Middle",33784
"1798",1987,"Black Alone","2019 Dollars","Fourth",55691
"1799",1987,"Black Alone","2019 Dollars","Highest",113585
"1800",1987,"Black Alone","2019 Dollars","Top 5%",175850
"1801",1986,"Black Alone","2019 Dollars","Lowest",6985
"1802",1986,"Black Alone","2019 Dollars","Second",18017
"1803",1986,"Black Alone","2019 Dollars","Middle",33715
"1804",1986,"Black Alone","2019 Dollars","Fourth",56433
"1805",1986,"Black Alone","2019 Dollars","Highest",110748
"1806",1986,"Black Alone","2019 Dollars","Top 5%",168300
"1807",1985,"Black Alone","2019 Dollars","Lowest",7678
"1808",1985,"Black Alone","2019 Dollars","Second",18316
"1809",1985,"Black Alone","2019 Dollars","Middle",33315
"1810",1985,"Black Alone","2019 Dollars","Fourth",54809
"1811",1985,"Black Alone","2019 Dollars","Highest",105545
"1812",1985,"Black Alone","2019 Dollars","Top 5%",154713
"1813",1984,"Black Alone","2019 Dollars","Lowest",7532
"1814",1984,"Black Alone","2019 Dollars","Second",17739
"1815",1984,"Black Alone","2019 Dollars","Middle",31587
"1816",1984,"Black Alone","2019 Dollars","Fourth",52165
"1817",1984,"Black Alone","2019 Dollars","Highest",102097
"1818",1984,"Black Alone","2019 Dollars","Top 5%",148320
"1819",1983,"Black Alone","2019 Dollars","Lowest",7155
"1820",1983,"Black Alone","2019 Dollars","Second",16906
"1821",1983,"Black Alone","2019 Dollars","Middle",30766
"1822",1983,"Black Alone","2019 Dollars","Fourth",51094
"1823",1983,"Black Alone","2019 Dollars","Highest",97432
"1824",1983,"Black Alone","2019 Dollars","Top 5%",139119
"1825",1982,"Black Alone","2019 Dollars","Lowest",7173
"1826",1982,"Black Alone","2019 Dollars","Second",17209
"1827",1982,"Black Alone","2019 Dollars","Middle",30771
"1828",1982,"Black Alone","2019 Dollars","Fourth",51199
"1829",1982,"Black Alone","2019 Dollars","Highest",94625
"1830",1982,"Black Alone","2019 Dollars","Top 5%",137738
"1831",1981,"Black Alone","2019 Dollars","Lowest",7381
"1832",1981,"Black Alone","2019 Dollars","Second",17166
"1833",1981,"Black Alone","2019 Dollars","Middle",30588
"1834",1981,"Black Alone","2019 Dollars","Fourth",50840
"1835",1981,"Black Alone","2019 Dollars","Highest",95075
"1836",1981,"Black Alone","2019 Dollars","Top 5%",133764
"1837",1980,"Black Alone","2019 Dollars","Lowest",7625
"1838",1980,"Black Alone","2019 Dollars","Second",17913
"1839",1980,"Black Alone","2019 Dollars","Middle",31734
"1840",1980,"Black Alone","2019 Dollars","Fourth",52203
"1841",1980,"Black Alone","2019 Dollars","Highest",97440
"1842",1980,"Black Alone","2019 Dollars","Top 5%",139743
"1843",1979,"Black Alone","2019 Dollars","Lowest",8093
"1844",1979,"Black Alone","2019 Dollars","Second",18851
"1845",1979,"Black Alone","2019 Dollars","Middle",33167
"1846",1979,"Black Alone","2019 Dollars","Fourth",54281
"1847",1979,"Black Alone","2019 Dollars","Highest",99754
"1848",1979,"Black Alone","2019 Dollars","Top 5%",141581
"1849",1978,"Black Alone","2019 Dollars","Lowest",8482
"1850",1978,"Black Alone","2019 Dollars","Second",18915
"1851",1978,"Black Alone","2019 Dollars","Middle",33867
"1852",1978,"Black Alone","2019 Dollars","Fourth",54838
"1853",1978,"Black Alone","2019 Dollars","Highest",100775
"1854",1978,"Black Alone","2019 Dollars","Top 5%",143344
"1855",1977,"Black Alone","2019 Dollars","Lowest",8613
"1856",1977,"Black Alone","2019 Dollars","Second",19037
"1857",1977,"Black Alone","2019 Dollars","Middle",32197
"1858",1977,"Black Alone","2019 Dollars","Fourth",51712
"1859",1977,"Black Alone","2019 Dollars","Highest",96364
"1860",1977,"Black Alone","2019 Dollars","Top 5%",139559
"1861",1976,"Black Alone","2019 Dollars","Lowest",8509
"1862",1976,"Black Alone","2019 Dollars","Second",18850
"1863",1976,"Black Alone","2019 Dollars","Middle",32508
"1864",1976,"Black Alone","2019 Dollars","Fourth",52558
"1865",1976,"Black Alone","2019 Dollars","Highest",94383
"1866",1976,"Black Alone","2019 Dollars","Top 5%",135286
"1867",1975,"Black Alone","2019 Dollars","Lowest",8267
"1868",1975,"Black Alone","2019 Dollars","Second",18119
"1869",1975,"Black Alone","2019 Dollars","Middle",32000
"1870",1975,"Black Alone","2019 Dollars","Fourth",51020
"1871",1975,"Black Alone","2019 Dollars","Highest",90919
"1872",1975,"Black Alone","2019 Dollars","Top 5%",128166
"1873",1974,"Black Alone","2019 Dollars","Lowest",8449
"1874",1974,"Black Alone","2019 Dollars","Second",19106
"1875",1974,"Black Alone","2019 Dollars","Middle",32755
"1876",1974,"Black Alone","2019 Dollars","Fourth",51069
"1877",1974,"Black Alone","2019 Dollars","Highest",91668
"1878",1974,"Black Alone","2019 Dollars","Top 5%",128446
"1879",1973,"Black Alone","2019 Dollars","Lowest",8510
"1880",1973,"Black Alone","2019 Dollars","Second",19655
"1881",1973,"Black Alone","2019 Dollars","Middle",33710
"1882",1973,"Black Alone","2019 Dollars","Fourth",53030
"1883",1973,"Black Alone","2019 Dollars","Highest",96338
"1884",1973,"Black Alone","2019 Dollars","Top 5%",142384
"1885",1972,"Black Alone","2019 Dollars","Lowest",8062
"1886",1972,"Black Alone","2019 Dollars","Second",18841
"1887",1972,"Black Alone","2019 Dollars","Middle",32449
"1888",1972,"Black Alone","2019 Dollars","Fourth",51214
"1889",1972,"Black Alone","2019 Dollars","Highest",94985
"1890",1972,"Black Alone","2019 Dollars","Top 5%",138527
"1891",1971,"Black Alone","2019 Dollars","Lowest",7716
"1892",1971,"Black Alone","2019 Dollars","Second",18244
"1893",1971,"Black Alone","2019 Dollars","Middle",31497
"1894",1971,"Black Alone","2019 Dollars","Fourth",48979
"1895",1971,"Black Alone","2019 Dollars","Highest",88672
"1896",1971,"Black Alone","2019 Dollars","Top 5%",127869
"1897",1970,"Black Alone","2019 Dollars","Lowest",7365
"1898",1970,"Black Alone","2019 Dollars","Second",18636
"1899",1970,"Black Alone","2019 Dollars","Middle",32394
"1900",1970,"Black Alone","2019 Dollars","Fourth",50200
"1901",1970,"Black Alone","2019 Dollars","Highest",90678
"1902",1970,"Black Alone","2019 Dollars","Top 5%",130738
"1903",1969,"Black Alone","2019 Dollars","Lowest",7579
"1904",1969,"Black Alone","2019 Dollars","Second",18868
"1905",1969,"Black Alone","2019 Dollars","Middle",32043
"1906",1969,"Black Alone","2019 Dollars","Fourth",48704
"1907",1969,"Black Alone","2019 Dollars","Highest",86502
"1908",1969,"Black Alone","2019 Dollars","Top 5%",123355
"1909",1968,"Black Alone","2019 Dollars","Lowest",7401
"1910",1968,"Black Alone","2019 Dollars","Second",18276
"1911",1968,"Black Alone","2019 Dollars","Middle",30430
"1912",1968,"Black Alone","2019 Dollars","Fourth",46975
"1913",1968,"Black Alone","2019 Dollars","Highest",83863
"1914",1968,"Black Alone","2019 Dollars","Top 5%",119098
"1915",1967,"Black Alone","2019 Dollars","Lowest",6832
"1916",1967,"Black Alone","2019 Dollars","Second",16818
"1917",1967,"Black Alone","2019 Dollars","Middle",28831
"1918",1967,"Black Alone","2019 Dollars","Fourth",44073
"1919",1967,"Black Alone","2019 Dollars","Highest",84629
"1920",1967,"Black Alone","2019 Dollars","Top 5%",131715
"1921",2019,"Hispanic","Current Dollars","Lowest",13533
"1922",2019,"Hispanic","Current Dollars","Second",34758
"1923",2019,"Hispanic","Current Dollars","Middle",56285
"1924",2019,"Hispanic","Current Dollars","Fourth",87383
"1925",2019,"Hispanic","Current Dollars","Highest",183331
"1926",2019,"Hispanic","Current Dollars","Top 5%",297832
"1927",2018,"Hispanic","Current Dollars","Lowest",12409
"1928",2018,"Hispanic","Current Dollars","Second",31420
"1929",2018,"Hispanic","Current Dollars","Middle",51428
"1930",2018,"Hispanic","Current Dollars","Fourth",79829
"1931",2018,"Hispanic","Current Dollars","Highest",179639
"1932",2018,"Hispanic","Current Dollars","Top 5%",321678
"1933",2017,"Hispanic","Current Dollars","Lowest",11828
"1934",2017,"Hispanic","Current Dollars","Second",30533
"1935",2017,"Hispanic","Current Dollars","Middle",50494
"1936",2017,"Hispanic","Current Dollars","Fourth",79399
"1937",2017,"Hispanic","Current Dollars","Highest",169340
"1938",2017,"Hispanic","Current Dollars","Top 5%",289837
"1939",2016,"Hispanic","Current Dollars","Lowest",11525
"1940",2016,"Hispanic","Current Dollars","Second",29560
"1941",2016,"Hispanic","Current Dollars","Middle",48106
"1942",2016,"Hispanic","Current Dollars","Fourth",75651
"1943",2016,"Hispanic","Current Dollars","Highest",169231
"1944",2016,"Hispanic","Current Dollars","Top 5%",306440
"1945",2015,"Hispanic","Current Dollars","Lowest",10771
"1946",2015,"Hispanic","Current Dollars","Second",27236
"1947",2015,"Hispanic","Current Dollars","Middle",44927
"1948",2015,"Hispanic","Current Dollars","Fourth",71146
"1949",2015,"Hispanic","Current Dollars","Highest",163979
"1950",2015,"Hispanic","Current Dollars","Top 5%",297964
"1951",2014,"Hispanic","Current Dollars","Lowest",10238
"1952",2014,"Hispanic","Current Dollars","Second",25866
"1953",2014,"Hispanic","Current Dollars","Middle",42813
"1954",2014,"Hispanic","Current Dollars","Fourth",67267
"1955",2014,"Hispanic","Current Dollars","Highest",141489
"1956",2014,"Hispanic","Current Dollars","Top 5%",237242
"1957",2013,"Hispanic","Current Dollars","Lowest",9797
"1958",2013,"Hispanic","Current Dollars","Second",24397
"1959",2013,"Hispanic","Current Dollars","Middle",39626
"1960",2013,"Hispanic","Current Dollars","Fourth",64731
"1961",2013,"Hispanic","Current Dollars","Highest",149534
"1962",2013,"Hispanic","Current Dollars","Top 5%",263401
"1963",2012,"Hispanic","Current Dollars","Lowest",9174
"1964",2012,"Hispanic","Current Dollars","Second",23760
"1965",2012,"Hispanic","Current Dollars","Middle",38990
"1966",2012,"Hispanic","Current Dollars","Fourth",61728
"1967",2012,"Hispanic","Current Dollars","Highest",133459
"1968",2012,"Hispanic","Current Dollars","Top 5%",227116
"1969",2011,"Hispanic","Current Dollars","Lowest",9194
"1970",2011,"Hispanic","Current Dollars","Second",23864
"1971",2011,"Hispanic","Current Dollars","Middle",38543
"1972",2011,"Hispanic","Current Dollars","Fourth",60073
"1973",2011,"Hispanic","Current Dollars","Highest",130083
"1974",2011,"Hispanic","Current Dollars","Top 5%",218124
"1975",2010,"Hispanic","Current Dollars","Lowest",8946
"1976",2010,"Hispanic","Current Dollars","Second",23073
"1977",2010,"Hispanic","Current Dollars","Middle",37881
"1978",2010,"Hispanic","Current Dollars","Fourth",60058
"1979",2010,"Hispanic","Current Dollars","Highest",127010
"1980",2010,"Hispanic","Current Dollars","Top 5%",211946
"1981",2009,"Hispanic","Current Dollars","Lowest",9629
"1982",2009,"Hispanic","Current Dollars","Second",23540
"1983",2009,"Hispanic","Current Dollars","Middle",38271
"1984",2009,"Hispanic","Current Dollars","Fourth",60441
"1985",2009,"Hispanic","Current Dollars","Highest",129265
"1986",2009,"Hispanic","Current Dollars","Top 5%",218396
"1987",2008,"Hispanic","Current Dollars","Lowest",9478
"1988",2008,"Hispanic","Current Dollars","Second",23715
"1989",2008,"Hispanic","Current Dollars","Middle",38012
"1990",2008,"Hispanic","Current Dollars","Fourth",59898
"1991",2008,"Hispanic","Current Dollars","Highest",126754
"1992",2008,"Hispanic","Current Dollars","Top 5%",209627
"1993",2007,"Hispanic","Current Dollars","Lowest",9839
"1994",2007,"Hispanic","Current Dollars","Second",24042
"1995",2007,"Hispanic","Current Dollars","Middle",38611
"1996",2007,"Hispanic","Current Dollars","Fourth",59815
"1997",2007,"Hispanic","Current Dollars","Highest",121833
"1998",2007,"Hispanic","Current Dollars","Top 5%",202628
"1999",2006,"Hispanic","Current Dollars","Lowest",9671
"2000",2006,"Hispanic","Current Dollars","Second",23612
"2001",2006,"Hispanic","Current Dollars","Middle",37934
"2002",2006,"Hispanic","Current Dollars","Fourth",57972
"2003",2006,"Hispanic","Current Dollars","Highest",123684
"2004",2006,"Hispanic","Current Dollars","Top 5%",209819
"2005",2005,"Hispanic","Current Dollars","Lowest",9160
"2006",2005,"Hispanic","Current Dollars","Second",22394
"2007",2005,"Hispanic","Current Dollars","Middle",35887
"2008",2005,"Hispanic","Current Dollars","Fourth",54892
"2009",2005,"Hispanic","Current Dollars","Highest",113356
"2010",2005,"Hispanic","Current Dollars","Top 5%",186618
"2011",2004,"Hispanic","Current Dollars","Lowest",8678
"2012",2004,"Hispanic","Current Dollars","Second",21390
"2013",2004,"Hispanic","Current Dollars","Middle",34271
"2014",2004,"Hispanic","Current Dollars","Fourth",52510
"2015",2004,"Hispanic","Current Dollars","Highest",112534
"2016",2004,"Hispanic","Current Dollars","Top 5%",192911
"2017",2003,"Hispanic","Current Dollars","Lowest",8588
"2018",2003,"Hispanic","Current Dollars","Second",20969
"2019",2003,"Hispanic","Current Dollars","Middle",33273
"2020",2003,"Hispanic","Current Dollars","Fourth",51386
"2021",2003,"Hispanic","Current Dollars","Highest",108126
"2022",2003,"Hispanic","Current Dollars","Top 5%",181430
"2023",2002,"Hispanic","Current Dollars","Lowest",8614
"2024",2002,"Hispanic","Current Dollars","Second",21008
"2025",2002,"Hispanic","Current Dollars","Middle",33322
"2026",2002,"Hispanic","Current Dollars","Fourth",51478
"2027",2002,"Hispanic","Current Dollars","Highest",110014
"2028",2002,"Hispanic","Current Dollars","Top 5%",192259
"2029",2001,"Hispanic","Current Dollars","Lowest",8822
"2030",2001,"Hispanic","Current Dollars","Second",20854
"2031",2001,"Hispanic","Current Dollars","Middle",33624
"2032",2001,"Hispanic","Current Dollars","Fourth",51459
"2033",2001,"Hispanic","Current Dollars","Highest",107158
"2034",2001,"Hispanic","Current Dollars","Top 5%",182145
"2035",2000,"Hispanic","Current Dollars","Lowest",8885
"2036",2000,"Hispanic","Current Dollars","Second",20738
"2037",2000,"Hispanic","Current Dollars","Middle",33291
"2038",2000,"Hispanic","Current Dollars","Fourth",50307
"2039",2000,"Hispanic","Current Dollars","Highest",106668
"2040",2000,"Hispanic","Current Dollars","Top 5%",190050
"2041",1999,"Hispanic","Current Dollars","Lowest",8240
"2042",1999,"Hispanic","Current Dollars","Second",19242
"2043",1999,"Hispanic","Current Dollars","Middle",30672
"2044",1999,"Hispanic","Current Dollars","Fourth",47167
"2045",1999,"Hispanic","Current Dollars","Highest",96631
"2046",1999,"Hispanic","Current Dollars","Top 5%",160392
"2047",1998,"Hispanic","Current Dollars","Lowest",6891
"2048",1998,"Hispanic","Current Dollars","Second",17124
"2049",1998,"Hispanic","Current Dollars","Middle",28346
"2050",1998,"Hispanic","Current Dollars","Fourth",43841
"2051",1998,"Hispanic","Current Dollars","Highest",95200
"2052",1998,"Hispanic","Current Dollars","Top 5%",167944
"2053",1997,"Hispanic","Current Dollars","Lowest",6492
"2054",1997,"Hispanic","Current Dollars","Second",16041
"2055",1997,"Hispanic","Current Dollars","Middle",26659
"2056",1997,"Hispanic","Current Dollars","Fourth",41387
"2057",1997,"Hispanic","Current Dollars","Highest",88837
"2058",1997,"Hispanic","Current Dollars","Top 5%",154279
"2059",1996,"Hispanic","Current Dollars","Lowest",6473
"2060",1996,"Hispanic","Current Dollars","Second",15214
"2061",1996,"Hispanic","Current Dollars","Middle",24912
"2062",1996,"Hispanic","Current Dollars","Fourth",39244
"2063",1996,"Hispanic","Current Dollars","Highest",84180
"2064",1996,"Hispanic","Current Dollars","Top 5%",145943
"2065",1995,"Hispanic","Current Dollars","Lowest",5881
"2066",1995,"Hispanic","Current Dollars","Second",13905
"2067",1995,"Hispanic","Current Dollars","Middle",23032
"2068",1995,"Hispanic","Current Dollars","Fourth",36273
"2069",1995,"Hispanic","Current Dollars","Highest",76915
"2070",1995,"Hispanic","Current Dollars","Top 5%",129917
"2071",1994,"Hispanic","Current Dollars","Lowest",5780
"2072",1994,"Hispanic","Current Dollars","Second",13739
"2073",1994,"Hispanic","Current Dollars","Middle",23382
"2074",1994,"Hispanic","Current Dollars","Fourth",36715
"2075",1994,"Hispanic","Current Dollars","Highest",78292
"2076",1994,"Hispanic","Current Dollars","Top 5%",132722
"2077",1993,"Hispanic","Current Dollars","Lowest",5889
"2078",1993,"Hispanic","Current Dollars","Second",13790
"2079",1993,"Hispanic","Current Dollars","Middle",22903
"2080",1993,"Hispanic","Current Dollars","Fourth",35040
"2081",1993,"Hispanic","Current Dollars","Highest",73836
"2082",1993,"Hispanic","Current Dollars","Top 5%",123759
"2083",1992,"Hispanic","Current Dollars","Lowest",5674
"2084",1992,"Hispanic","Current Dollars","Second",13559
"2085",1992,"Hispanic","Current Dollars","Middle",22586
"2086",1992,"Hispanic","Current Dollars","Fourth",34757
"2087",1992,"Hispanic","Current Dollars","Highest",67533
"2088",1992,"Hispanic","Current Dollars","Top 5%",104097
"2089",1991,"Hispanic","Current Dollars","Lowest",5727
"2090",1991,"Hispanic","Current Dollars","Second",13622
"2091",1991,"Hispanic","Current Dollars","Middle",22774
"2092",1991,"Hispanic","Current Dollars","Fourth",35056
"2093",1991,"Hispanic","Current Dollars","Highest",67180
"2094",1991,"Hispanic","Current Dollars","Top 5%",102435
"2095",1990,"Hispanic","Current Dollars","Lowest",5618
"2096",1990,"Hispanic","Current Dollars","Second",13242
"2097",1990,"Hispanic","Current Dollars","Middle",22279
"2098",1990,"Hispanic","Current Dollars","Fourth",33922
"2099",1990,"Hispanic","Current Dollars","Highest",64797
"2100",1990,"Hispanic","Current Dollars","Top 5%",100216
"2101",1989,"Hispanic","Current Dollars","Lowest",5199
"2102",1989,"Hispanic","Current Dollars","Second",13360
"2103",1989,"Hispanic","Current Dollars","Middle",22044
"2104",1989,"Hispanic","Current Dollars","Fourth",34162
"2105",1989,"Hispanic","Current Dollars","Highest",65194
"2106",1989,"Hispanic","Current Dollars","Top 5%",101610
"2107",1988,"Hispanic","Current Dollars","Lowest",4743
"2108",1988,"Hispanic","Current Dollars","Second",12132
"2109",1988,"Hispanic","Current Dollars","Middle",20307
"2110",1988,"Hispanic","Current Dollars","Fourth",31400
"2111",1988,"Hispanic","Current Dollars","Highest",61380
"2112",1988,"Hispanic","Current Dollars","Top 5%",98623
"2113",1987,"Hispanic","Current Dollars","Lowest",4581
"2114",1987,"Hispanic","Current Dollars","Second",11330
"2115",1987,"Hispanic","Current Dollars","Middle",19150
"2116",1987,"Hispanic","Current Dollars","Fourth",29819
"2117",1987,"Hispanic","Current Dollars","Highest",59051
"2118",1987,"Hispanic","Current Dollars","Top 5%",95252
"2119",1986,"Hispanic","Current Dollars","Lowest",4487
"2120",1986,"Hispanic","Current Dollars","Second",10960
"2121",1986,"Hispanic","Current Dollars","Middle",18330
"2122",1986,"Hispanic","Current Dollars","Fourth",28698
"2123",1986,"Hispanic","Current Dollars","Highest",53389
"2124",1986,"Hispanic","Current Dollars","Top 5%",78188
"2125",1985,"Hispanic","Current Dollars","Lowest",4478
"2126",1985,"Hispanic","Current Dollars","Second",10306
"2127",1985,"Hispanic","Current Dollars","Middle",17517
"2128",1985,"Hispanic","Current Dollars","Fourth",27005
"2129",1985,"Hispanic","Current Dollars","Highest",49809
"2130",1985,"Hispanic","Current Dollars","Top 5%",72469
"2131",1984,"Hispanic","Current Dollars","Lowest",4093
"2132",1984,"Hispanic","Current Dollars","Second",10046
"2133",1984,"Hispanic","Current Dollars","Middle",17089
"2134",1984,"Hispanic","Current Dollars","Fourth",26316
"2135",1984,"Hispanic","Current Dollars","Highest",48101
"2136",1984,"Hispanic","Current Dollars","Top 5%",71424
"2137",1983,"Hispanic","Current Dollars","Lowest",3984
"2138",1983,"Hispanic","Current Dollars","Second",9330
"2139",1983,"Hispanic","Current Dollars","Middle",15758
"2140",1983,"Hispanic","Current Dollars","Fourth",23962
"2141",1983,"Hispanic","Current Dollars","Highest",43694
"2142",1983,"Hispanic","Current Dollars","Top 5%",63272
"2143",1982,"Hispanic","Current Dollars","Lowest",3872
"2144",1982,"Hispanic","Current Dollars","Second",9001
"2145",1982,"Hispanic","Current Dollars","Middle",15101
"2146",1982,"Hispanic","Current Dollars","Fourth",23064
"2147",1982,"Hispanic","Current Dollars","Highest",42621
"2148",1982,"Hispanic","Current Dollars","Top 5%",63560
"2149",1981,"Hispanic","Current Dollars","Lowest",4009
"2150",1981,"Hispanic","Current Dollars","Second",9419
"2151",1981,"Hispanic","Current Dollars","Middle",15296
"2152",1981,"Hispanic","Current Dollars","Fourth",22714
"2153",1981,"Hispanic","Current Dollars","Highest",40427
"2154",1981,"Hispanic","Current Dollars","Top 5%",58605
"2155",1980,"Hispanic","Current Dollars","Lowest",3545
"2156",1980,"Hispanic","Current Dollars","Second",8459
"2157",1980,"Hispanic","Current Dollars","Middle",13637
"2158",1980,"Hispanic","Current Dollars","Fourth",20644
"2159",1980,"Hispanic","Current Dollars","Highest",37085
"2160",1980,"Hispanic","Current Dollars","Top 5%",54913
"2161",1979,"Hispanic","Current Dollars","Lowest",3523
"2162",1979,"Hispanic","Current Dollars","Second",8275
"2163",1979,"Hispanic","Current Dollars","Middle",13071
"2164",1979,"Hispanic","Current Dollars","Fourth",19343
"2165",1979,"Hispanic","Current Dollars","Highest",34689
"2166",1979,"Hispanic","Current Dollars","Top 5%",51410
"2167",1978,"Hispanic","Current Dollars","Lowest",3251
"2168",1978,"Hispanic","Current Dollars","Second",7464
"2169",1978,"Hispanic","Current Dollars","Middle",11759
"2170",1978,"Hispanic","Current Dollars","Fourth",17373
"2171",1978,"Hispanic","Current Dollars","Highest",29865
"2172",1978,"Hispanic","Current Dollars","Top 5%",43209
"2173",1977,"Hispanic","Current Dollars","Lowest",3050
"2174",1977,"Hispanic","Current Dollars","Second",6749
"2175",1977,"Hispanic","Current Dollars","Middle",10594
"2176",1977,"Hispanic","Current Dollars","Fourth",15472
"2177",1977,"Hispanic","Current Dollars","Highest",26963
"2178",1977,"Hispanic","Current Dollars","Top 5%",39173
"2179",1976,"Hispanic","Current Dollars","Lowest",2652
"2180",1976,"Hispanic","Current Dollars","Second",5896
"2181",1976,"Hispanic","Current Dollars","Middle",9516
"2182",1976,"Hispanic","Current Dollars","Fourth",14190
"2183",1976,"Hispanic","Current Dollars","Highest",24286
"2184",1976,"Hispanic","Current Dollars","Top 5%",34884
"2185",1975,"Hispanic","Current Dollars","Lowest",2447
"2186",1975,"Hispanic","Current Dollars","Second",5587
"2187",1975,"Hispanic","Current Dollars","Middle",8845
"2188",1975,"Hispanic","Current Dollars","Fourth",13061
"2189",1975,"Hispanic","Current Dollars","Highest",22681
"2190",1975,"Hispanic","Current Dollars","Top 5%",33968
"2191",1974,"Hispanic","Current Dollars","Lowest",2619
"2192",1974,"Hispanic","Current Dollars","Second",5605
"2193",1974,"Hispanic","Current Dollars","Middle",8836
"2194",1974,"Hispanic","Current Dollars","Fourth",12725
"2195",1974,"Hispanic","Current Dollars","Highest",21800
"2196",1974,"Hispanic","Current Dollars","Top 5%",31852
"2197",1973,"Hispanic","Current Dollars","Lowest",2396
"2198",1973,"Hispanic","Current Dollars","Second",5351
"2199",1973,"Hispanic","Current Dollars","Middle",8173
"2200",1973,"Hispanic","Current Dollars","Fourth",11790
"2201",1973,"Hispanic","Current Dollars","Highest",19564
"2202",1973,"Hispanic","Current Dollars","Top 5%",27854
"2203",1972,"Hispanic","Current Dollars","Lowest",2296
"2204",1972,"Hispanic","Current Dollars","Second",4886
"2205",1972,"Hispanic","Current Dollars","Middle",7524
"2206",1972,"Hispanic","Current Dollars","Fourth",10500
"2207",1972,"Hispanic","Current Dollars","Highest",18497
"2208",1972,"Hispanic","Current Dollars","Top 5%",28278
"2209",2019,"Hispanic","2019 Dollars","Lowest",13533
"2210",2019,"Hispanic","2019 Dollars","Second",34758
"2211",2019,"Hispanic","2019 Dollars","Middle",56285
"2212",2019,"Hispanic","2019 Dollars","Fourth",87383
"2213",2019,"Hispanic","2019 Dollars","Highest",183331
"2214",2019,"Hispanic","2019 Dollars","Top 5%",297832
"2215",2018,"Hispanic","2019 Dollars","Lowest",12634
"2216",2018,"Hispanic","2019 Dollars","Second",31989
"2217",2018,"Hispanic","2019 Dollars","Middle",52360
"2218",2018,"Hispanic","2019 Dollars","Fourth",81275
"2219",2018,"Hispanic","2019 Dollars","Highest",182894
"2220",2018,"Hispanic","2019 Dollars","Top 5%",327506
