"","year","race","dollar_type","income_quintile","income_dollars"
"2902",2005,"White Alone","2019 Dollars","Fourth",99011
"2903",2005,"White Alone","2019 Dollars","Highest",216104
"2904",2005,"White Alone","2019 Dollars","Top 5%",382421
"2905",2004,"White Alone","2019 Dollars","Lowest",15377
"2906",2004,"White Alone","2019 Dollars","Second",37754
"2907",2004,"White Alone","2019 Dollars","Middle",63301
"2908",2004,"White Alone","2019 Dollars","Fourth",98640
"2909",2004,"White Alone","2019 Dollars","Highest",211689
"2910",2004,"White Alone","2019 Dollars","Top 5%",369477
"2911",2003,"White Alone","2019 Dollars","Lowest",15461
"2912",2003,"White Alone","2019 Dollars","Second",38127
"2913",2003,"White Alone","2019 Dollars","Middle",63661
"2914",2003,"White Alone","2019 Dollars","Fourth",99736
"2915",2003,"White Alone","2019 Dollars","Highest",212097
"2916",2003,"White Alone","2019 Dollars","Top 5%",367900
"2917",2002,"White Alone","2019 Dollars","Lowest",15708
"2918",2002,"White Alone","2019 Dollars","Second",38492
"2919",2002,"White Alone","2019 Dollars","Middle",64224
"2920",2002,"White Alone","2019 Dollars","Fourth",99537
"2921",2002,"White Alone","2019 Dollars","Highest",210735
"2922",2002,"White Alone","2019 Dollars","Top 5%",368605
"2923",2001,"White Alone","2019 Dollars","Lowest",16094
"2924",2001,"White Alone","2019 Dollars","Second",39061
"2925",2001,"White Alone","2019 Dollars","Middle",64600
"2926",2001,"White Alone","2019 Dollars","Fourth",100247
"2927",2001,"White Alone","2019 Dollars","Highest",217962
"2928",2001,"White Alone","2019 Dollars","Top 5%",389617
"2929",2000,"White Alone","2019 Dollars","Lowest",16434
"2930",2000,"White Alone","2019 Dollars","Second",39834
"2931",2000,"White Alone","2019 Dollars","Middle",65580
"2932",2000,"White Alone","2019 Dollars","Fourth",100963
"2933",2000,"White Alone","2019 Dollars","Highest",218255
"2934",2000,"White Alone","2019 Dollars","Top 5%",389285
"2935",1999,"White Alone","2019 Dollars","Lowest",16798
"2936",1999,"White Alone","2019 Dollars","Second",39688
"2937",1999,"White Alone","2019 Dollars","Middle",65472
"2938",1999,"White Alone","2019 Dollars","Fourth",100688
"2939",1999,"White Alone","2019 Dollars","Highest",213932
"2940",1999,"White Alone","2019 Dollars","Top 5%",374845
"2941",1998,"White Alone","2019 Dollars","Lowest",16132
"2942",1998,"White Alone","2019 Dollars","Second",39176
"2943",1998,"White Alone","2019 Dollars","Middle",64502
"2944",1998,"White Alone","2019 Dollars","Fourth",98203
"2945",1998,"White Alone","2019 Dollars","Highest",208058
"2946",1998,"White Alone","2019 Dollars","Top 5%",366044
"2947",1997,"White Alone","2019 Dollars","Lowest",15503
"2948",1997,"White Alone","2019 Dollars","Second",37542
"2949",1997,"White Alone","2019 Dollars","Middle",62173
"2950",1997,"White Alone","2019 Dollars","Fourth",95285
"2951",1997,"White Alone","2019 Dollars","Highest",202979
"2952",1997,"White Alone","2019 Dollars","Top 5%",358719
"2953",1996,"White Alone","2019 Dollars","Lowest",15496
"2954",1996,"White Alone","2019 Dollars","Second",36751
"2955",1996,"White Alone","2019 Dollars","Middle",60717
"2956",1996,"White Alone","2019 Dollars","Fourth",92616
"2957",1996,"White Alone","2019 Dollars","Highest",193172
"2958",1996,"White Alone","2019 Dollars","Top 5%",335738
"2959",1995,"White Alone","2019 Dollars","Lowest",15429
"2960",1995,"White Alone","2019 Dollars","Second",36452
"2961",1995,"White Alone","2019 Dollars","Middle",59787
"2962",1995,"White Alone","2019 Dollars","Fourth",90848
"2963",1995,"White Alone","2019 Dollars","Highest",187934
"2964",1995,"White Alone","2019 Dollars","Top 5%",323148
"2965",1994,"White Alone","2019 Dollars","Lowest",14692
"2966",1994,"White Alone","2019 Dollars","Second",35343
"2967",1994,"White Alone","2019 Dollars","Middle",58322
"2968",1994,"White Alone","2019 Dollars","Fourth",89523
"2969",1994,"White Alone","2019 Dollars","Highest",187468
"2970",1994,"White Alone","2019 Dollars","Top 5%",325676
"2971",1993,"White Alone","2019 Dollars","Lowest",14471
"2972",1993,"White Alone","2019 Dollars","Second",35249
"2973",1993,"White Alone","2019 Dollars","Middle",57805
"2974",1993,"White Alone","2019 Dollars","Fourth",88223
"2975",1993,"White Alone","2019 Dollars","Highest",182371
"2976",1993,"White Alone","2019 Dollars","Top 5%",313557
"2977",1992,"White Alone","2019 Dollars","Lowest",14671
"2978",1992,"White Alone","2019 Dollars","Second",35300
"2979",1992,"White Alone","2019 Dollars","Middle",57942
"2980",1992,"White Alone","2019 Dollars","Fourth",87586
"2981",1992,"White Alone","2019 Dollars","Highest",168055
"2982",1992,"White Alone","2019 Dollars","Top 5%",266835
"2983",1991,"White Alone","2019 Dollars","Lowest",14961
"2984",1991,"White Alone","2019 Dollars","Second",35895
"2985",1991,"White Alone","2019 Dollars","Middle",58202
"2986",1991,"White Alone","2019 Dollars","Fourth",87496
"2987",1991,"White Alone","2019 Dollars","Highest",166202
"2988",1991,"White Alone","2019 Dollars","Top 5%",259111
"2989",1990,"White Alone","2019 Dollars","Lowest",15319
"2990",1990,"White Alone","2019 Dollars","Second",36864
"2991",1990,"White Alone","2019 Dollars","Middle",59308
"2992",1990,"White Alone","2019 Dollars","Fourth",88387
"2993",1990,"White Alone","2019 Dollars","Highest",170266
"2994",1990,"White Alone","2019 Dollars","Top 5%",271577
"2995",1989,"White Alone","2019 Dollars","Lowest",15627
"2996",1989,"White Alone","2019 Dollars","Second",37381
"2997",1989,"White Alone","2019 Dollars","Middle",60643
"2998",1989,"White Alone","2019 Dollars","Fourth",90368
"2999",1989,"White Alone","2019 Dollars","Highest",175683
"3000",1989,"White Alone","2019 Dollars","Top 5%",284369
"3001",1988,"White Alone","2019 Dollars","Lowest",15148
"3002",1988,"White Alone","2019 Dollars","Second",36844
"3003",1988,"White Alone","2019 Dollars","Middle",59971
"3004",1988,"White Alone","2019 Dollars","Fourth",88974
"3005",1988,"White Alone","2019 Dollars","Highest",168562
"3006",1988,"White Alone","2019 Dollars","Top 5%",266159
"3007",1987,"White Alone","2019 Dollars","Lowest",14902
"3008",1987,"White Alone","2019 Dollars","Second",36445
"3009",1987,"White Alone","2019 Dollars","Middle",59402
"3010",1987,"White Alone","2019 Dollars","Fourth",88136
"3011",1987,"White Alone","2019 Dollars","Highest",165897
"3012",1987,"White Alone","2019 Dollars","Top 5%",261594
"3013",1986,"White Alone","2019 Dollars","Lowest",14403
"3014",1986,"White Alone","2019 Dollars","Second",35759
"3015",1986,"White Alone","2019 Dollars","Middle",58433
"3016",1986,"White Alone","2019 Dollars","Fourth",86617
"3017",1986,"White Alone","2019 Dollars","Highest",162527
"3018",1986,"White Alone","2019 Dollars","Top 5%",254783
"3019",1985,"White Alone","2019 Dollars","Lowest",14063
"3020",1985,"White Alone","2019 Dollars","Second",34735
"3021",1985,"White Alone","2019 Dollars","Middle",56370
"3022",1985,"White Alone","2019 Dollars","Fourth",83528
"3023",1985,"White Alone","2019 Dollars","Highest",155074
"3024",1985,"White Alone","2019 Dollars","Top 5%",239394
"3025",1984,"White Alone","2019 Dollars","Lowest",14146
"3026",1984,"White Alone","2019 Dollars","Second",34317
"3027",1984,"White Alone","2019 Dollars","Middle",55511
"3028",1984,"White Alone","2019 Dollars","Fourth",82184
"3029",1984,"White Alone","2019 Dollars","Highest",149883
"3030",1984,"White Alone","2019 Dollars","Top 5%",226285
"3031",1983,"White Alone","2019 Dollars","Lowest",13799
"3032",1983,"White Alone","2019 Dollars","Second",33532
"3033",1983,"White Alone","2019 Dollars","Middle",54025
"3034",1983,"White Alone","2019 Dollars","Fourth",79794
"3035",1983,"White Alone","2019 Dollars","Highest",145398
"3036",1983,"White Alone","2019 Dollars","Top 5%",219770
"3037",1982,"White Alone","2019 Dollars","Lowest",13477
"3038",1982,"White Alone","2019 Dollars","Second",33313
"3039",1982,"White Alone","2019 Dollars","Middle",53774
"3040",1982,"White Alone","2019 Dollars","Fourth",78907
"3041",1982,"White Alone","2019 Dollars","Highest",143560
"3042",1982,"White Alone","2019 Dollars","Top 5%",216468
"3043",1981,"White Alone","2019 Dollars","Lowest",13774
"3044",1981,"White Alone","2019 Dollars","Second",33403
"3045",1981,"White Alone","2019 Dollars","Middle",54166
"3046",1981,"White Alone","2019 Dollars","Fourth",79298
"3047",1981,"White Alone","2019 Dollars","Highest",140675
"3048",1981,"White Alone","2019 Dollars","Top 5%",209067
"3049",1980,"White Alone","2019 Dollars","Lowest",14071
"3050",1980,"White Alone","2019 Dollars","Second",34211
"3051",1980,"White Alone","2019 Dollars","Middle",55112
"3052",1980,"White Alone","2019 Dollars","Fourth",79868
"3053",1980,"White Alone","2019 Dollars","Highest",141287
"3054",1980,"White Alone","2019 Dollars","Top 5%",211065
"3055",1979,"White Alone","2019 Dollars","Lowest",14464
"3056",1979,"White Alone","2019 Dollars","Second",35212
"3057",1979,"White Alone","2019 Dollars","Middle",56785
"3058",1979,"White Alone","2019 Dollars","Fourth",81967
"3059",1979,"White Alone","2019 Dollars","Highest",146331
"3060",1979,"White Alone","2019 Dollars","Top 5%",223311
"3061",1978,"White Alone","2019 Dollars","Lowest",14440
"3062",1978,"White Alone","2019 Dollars","Second",34841
"3063",1978,"White Alone","2019 Dollars","Middle",56414
"3064",1978,"White Alone","2019 Dollars","Fourth",81348
"3065",1978,"White Alone","2019 Dollars","Highest",144513
"3066",1978,"White Alone","2019 Dollars","Top 5%",220617
"3067",1977,"White Alone","2019 Dollars","Lowest",13865
"3068",1977,"White Alone","2019 Dollars","Second",33947
"3069",1977,"White Alone","2019 Dollars","Middle",54976
"3070",1977,"White Alone","2019 Dollars","Fourth",79227
"3071",1977,"White Alone","2019 Dollars","Highest",140311
"3072",1977,"White Alone","2019 Dollars","Top 5%",215094
"3073",1976,"White Alone","2019 Dollars","Lowest",13966
"3074",1976,"White Alone","2019 Dollars","Second",33811
"3075",1976,"White Alone","2019 Dollars","Middle",54492
"3076",1976,"White Alone","2019 Dollars","Fourth",77926
"3077",1976,"White Alone","2019 Dollars","Highest",137224
"3078",1976,"White Alone","2019 Dollars","Top 5%",209545
"3079",1975,"White Alone","2019 Dollars","Lowest",13600
"3080",1975,"White Alone","2019 Dollars","Second",33049
"3081",1975,"White Alone","2019 Dollars","Middle",53109
"3082",1975,"White Alone","2019 Dollars","Fourth",76076
"3083",1975,"White Alone","2019 Dollars","Highest",133699
"3084",1975,"White Alone","2019 Dollars","Top 5%",203410
"3085",1974,"White Alone","2019 Dollars","Lowest",14085
"3086",1974,"White Alone","2019 Dollars","Second",34682
"3087",1974,"White Alone","2019 Dollars","Middle",54618
"3088",1974,"White Alone","2019 Dollars","Fourth",77832
"3089",1974,"White Alone","2019 Dollars","Highest",137134
"3090",1974,"White Alone","2019 Dollars","Top 5%",208585
"3091",1973,"White Alone","2019 Dollars","Lowest",14090
"3092",1973,"White Alone","2019 Dollars","Second",35252
"3093",1973,"White Alone","2019 Dollars","Middle",56501
"3094",1973,"White Alone","2019 Dollars","Fourth",80184
"3095",1973,"White Alone","2019 Dollars","Highest",142616
"3096",1973,"White Alone","2019 Dollars","Top 5%",219917
"3097",1972,"White Alone","2019 Dollars","Lowest",13520
"3098",1972,"White Alone","2019 Dollars","Second",34745
"3099",1972,"White Alone","2019 Dollars","Middle",55313
"3100",1972,"White Alone","2019 Dollars","Fourth",78073
"3101",1972,"White Alone","2019 Dollars","Highest",139634
"3102",1972,"White Alone","2019 Dollars","Top 5%",216518
"3103",1971,"White Alone","2019 Dollars","Lowest",12729
"3104",1971,"White Alone","2019 Dollars","Second",33366
"3105",1971,"White Alone","2019 Dollars","Middle",52857
"3106",1971,"White Alone","2019 Dollars","Fourth",74058
"3107",1971,"White Alone","2019 Dollars","Highest",130652
"3108",1971,"White Alone","2019 Dollars","Top 5%",200719
"3109",1970,"White Alone","2019 Dollars","Lowest",12662
"3110",1970,"White Alone","2019 Dollars","Second",33920
"3111",1970,"White Alone","2019 Dollars","Middle",53323
"3112",1970,"White Alone","2019 Dollars","Fourth",74234
"3113",1970,"White Alone","2019 Dollars","Highest",130820
"3114",1970,"White Alone","2019 Dollars","Top 5%",201366
"3115",1969,"White Alone","2019 Dollars","Lowest",12921
"3116",1969,"White Alone","2019 Dollars","Second",34608
"3117",1969,"White Alone","2019 Dollars","Middle",53885
"3118",1969,"White Alone","2019 Dollars","Fourth",74397
"3119",1969,"White Alone","2019 Dollars","Highest",130223
"3120",1969,"White Alone","2019 Dollars","Top 5%",201196
"3121",1968,"White Alone","2019 Dollars","Lowest",12587
"3122",1968,"White Alone","2019 Dollars","Second",33504
"3123",1968,"White Alone","2019 Dollars","Middle",51683
"3124",1968,"White Alone","2019 Dollars","Fourth",71135
"3125",1968,"White Alone","2019 Dollars","Highest",123070
"3126",1968,"White Alone","2019 Dollars","Top 5%",188844
"3127",1967,"White Alone","2019 Dollars","Lowest",11550
"3128",1967,"White Alone","2019 Dollars","Second",31952
"3129",1967,"White Alone","2019 Dollars","Middle",49542
"3130",1967,"White Alone","2019 Dollars","Fourth",68401
"3131",1967,"White Alone","2019 Dollars","Highest",122312
"3132",1967,"White Alone","2019 Dollars","Top 5%",193102
"3133",2019,"White, Not Hispanic","Current Dollars","Lowest",17814
"3134",2019,"White, Not Hispanic","Current Dollars","Second",45661
"3135",2019,"White, Not Hispanic","Current Dollars","Middle",76252
"3136",2019,"White, Not Hispanic","Current Dollars","Fourth",120584
"3137",2019,"White, Not Hispanic","Current Dollars","Highest",272981
"3138",2019,"White, Not Hispanic","Current Dollars","Top 5%",485622
"3139",2018,"White, Not Hispanic","Current Dollars","Lowest",16422
"3140",2018,"White, Not Hispanic","Current Dollars","Second",42462
"3141",2018,"White, Not Hispanic","Current Dollars","Middle",70810
"3142",2018,"White, Not Hispanic","Current Dollars","Fourth",110584
"3143",2018,"White, Not Hispanic","Current Dollars","Highest",251026
"3144",2018,"White, Not Hispanic","Current Dollars","Top 5%",446407
"3145",2017,"White, Not Hispanic","Current Dollars","Lowest",15565
"3146",2017,"White, Not Hispanic","Current Dollars","Second",39832
"3147",2017,"White, Not Hispanic","Current Dollars","Middle",68274
"3148",2017,"White, Not Hispanic","Current Dollars","Fourth",107854
"3149",2017,"White, Not Hispanic","Current Dollars","Highest",235738
"3150",2017,"White, Not Hispanic","Current Dollars","Top 5%",407085
"3151",2016,"White, Not Hispanic","Current Dollars","Lowest",15171
"3152",2016,"White, Not Hispanic","Current Dollars","Second",38711
"3153",2016,"White, Not Hispanic","Current Dollars","Middle",65237
"3154",2016,"White, Not Hispanic","Current Dollars","Fourth",103263
"3155",2016,"White, Not Hispanic","Current Dollars","Highest",226402
"3156",2016,"White, Not Hispanic","Current Dollars","Top 5%",392242
"3157",2015,"White, Not Hispanic","Current Dollars","Lowest",14812
"3158",2015,"White, Not Hispanic","Current Dollars","Second",36984
"3159",2015,"White, Not Hispanic","Current Dollars","Middle",63389
"3160",2015,"White, Not Hispanic","Current Dollars","Fourth",100090
"3161",2015,"White, Not Hispanic","Current Dollars","Highest",212648
"3162",2015,"White, Not Hispanic","Current Dollars","Top 5%",364354
"3163",2014,"White, Not Hispanic","Current Dollars","Lowest",13627
"3164",2014,"White, Not Hispanic","Current Dollars","Second",35143
"3165",2014,"White, Not Hispanic","Current Dollars","Middle",60201
"3166",2014,"White, Not Hispanic","Current Dollars","Fourth",95812
"3167",2014,"White, Not Hispanic","Current Dollars","Highest",207539
"3168",2014,"White, Not Hispanic","Current Dollars","Top 5%",354291
"3169",2013,"White, Not Hispanic","Current Dollars","Lowest",13614
"3170",2013,"White, Not Hispanic","Current Dollars","Second",35236
"3171",2013,"White, Not Hispanic","Current Dollars","Middle",60182
"3172",2013,"White, Not Hispanic","Current Dollars","Fourth",93762
"3173",2013,"White, Not Hispanic","Current Dollars","Highest",203343
"3174",2013,"White, Not Hispanic","Current Dollars","Top 5%",345579
"3175",2012,"White, Not Hispanic","Current Dollars","Lowest",13725
"3176",2012,"White, Not Hispanic","Current Dollars","Second",33745
"3177",2012,"White, Not Hispanic","Current Dollars","Middle",57133
"3178",2012,"White, Not Hispanic","Current Dollars","Fourth",89358
"3179",2012,"White, Not Hispanic","Current Dollars","Highest",195253
"3180",2012,"White, Not Hispanic","Current Dollars","Top 5%",342913
"3181",2011,"White, Not Hispanic","Current Dollars","Lowest",13412
"3182",2011,"White, Not Hispanic","Current Dollars","Second",33121
"3183",2011,"White, Not Hispanic","Current Dollars","Middle",55481
"3184",2011,"White, Not Hispanic","Current Dollars","Fourth",87237
"3185",2011,"White, Not Hispanic","Current Dollars","Highest",191064
"3186",2011,"White, Not Hispanic","Current Dollars","Top 5%",334360
"3187",2010,"White, Not Hispanic","Current Dollars","Lowest",13038
"3188",2010,"White, Not Hispanic","Current Dollars","Second",32313
"3189",2010,"White, Not Hispanic","Current Dollars","Middle",54595
"3190",2010,"White, Not Hispanic","Current Dollars","Fourth",85711
"3191",2010,"White, Not Hispanic","Current Dollars","Highest",181009
"3192",2010,"White, Not Hispanic","Current Dollars","Top 5%",307480
"3193",2009,"White, Not Hispanic","Current Dollars","Lowest",13540
"3194",2009,"White, Not Hispanic","Current Dollars","Second",32882
"3195",2009,"White, Not Hispanic","Current Dollars","Middle",54521
"3196",2009,"White, Not Hispanic","Current Dollars","Fourth",84916
"3197",2009,"White, Not Hispanic","Current Dollars","Highest",180341
"3198",2009,"White, Not Hispanic","Current Dollars","Top 5%",310032
"3199",2008,"White, Not Hispanic","Current Dollars","Lowest",13554
"3200",2008,"White, Not Hispanic","Current Dollars","Second",33045
"3201",2008,"White, Not Hispanic","Current Dollars","Middle",55602
"3202",2008,"White, Not Hispanic","Current Dollars","Fourth",86118
"3203",2008,"White, Not Hispanic","Current Dollars","Highest",182192
"3204",2008,"White, Not Hispanic","Current Dollars","Top 5%",314468
"3205",2007,"White, Not Hispanic","Current Dollars","Lowest",13379
"3206",2007,"White, Not Hispanic","Current Dollars","Second",32898
"3207",2007,"White, Not Hispanic","Current Dollars","Middle",54965
"3208",2007,"White, Not Hispanic","Current Dollars","Fourth",85627
"3209",2007,"White, Not Hispanic","Current Dollars","Highest",179042
"3210",2007,"White, Not Hispanic","Current Dollars","Top 5%",306109
"3211",2006,"White, Not Hispanic","Current Dollars","Lowest",13129
"3212",2006,"White, Not Hispanic","Current Dollars","Second",31991
"3213",2006,"White, Not Hispanic","Current Dollars","Middle",52920
"3214",2006,"White, Not Hispanic","Current Dollars","Fourth",82359
"3215",2006,"White, Not Hispanic","Current Dollars","Highest",178326
"3216",2006,"White, Not Hispanic","Current Dollars","Top 5%",315193
"3217",2005,"White, Not Hispanic","Current Dollars","Lowest",12371
"3218",2005,"White, Not Hispanic","Current Dollars","Second",30562
"3219",2005,"White, Not Hispanic","Current Dollars","Middle",50806
"3220",2005,"White, Not Hispanic","Current Dollars","Fourth",78507
"3221",2005,"White, Not Hispanic","Current Dollars","Highest",170771
"3222",2005,"White, Not Hispanic","Current Dollars","Top 5%",303543
"3223",2004,"White, Not Hispanic","Current Dollars","Lowest",11798
"3224",2004,"White, Not Hispanic","Current Dollars","Second",29069
"3225",2004,"White, Not Hispanic","Current Dollars","Middle",48827
"3226",2004,"White, Not Hispanic","Current Dollars","Fourth",75513
"3227",2004,"White, Not Hispanic","Current Dollars","Highest",161082
"3228",2004,"White, Not Hispanic","Current Dollars","Top 5%",281428
"3229",2003,"White, Not Hispanic","Current Dollars","Lowest",11556
"3230",2003,"White, Not Hispanic","Current Dollars","Second",28618
"3231",2003,"White, Not Hispanic","Current Dollars","Middle",47848
"3232",2003,"White, Not Hispanic","Current Dollars","Fourth",74353
"3233",2003,"White, Not Hispanic","Current Dollars","Highest",157061
"3234",2003,"White, Not Hispanic","Current Dollars","Top 5%",272772
"3235",2002,"White, Not Hispanic","Current Dollars","Lowest",11422
"3236",2002,"White, Not Hispanic","Current Dollars","Second",28133
"3237",2002,"White, Not Hispanic","Current Dollars","Middle",46973
"3238",2002,"White, Not Hispanic","Current Dollars","Fourth",72268
"3239",2002,"White, Not Hispanic","Current Dollars","Highest",151779
"3240",2002,"White, Not Hispanic","Current Dollars","Top 5%",264864
"3241",2001,"White, Not Hispanic","Current Dollars","Lowest",11463
"3242",2001,"White, Not Hispanic","Current Dollars","Second",27941
"3243",2001,"White, Not Hispanic","Current Dollars","Middle",46322
"3244",2001,"White, Not Hispanic","Current Dollars","Fourth",71480
"3245",2001,"White, Not Hispanic","Current Dollars","Highest",155015
"3246",2001,"White, Not Hispanic","Current Dollars","Top 5%",277375
"3247",2000,"White, Not Hispanic","Current Dollars","Lowest",11370
"3248",2000,"White, Not Hispanic","Current Dollars","Second",27705
"3249",2000,"White, Not Hispanic","Current Dollars","Middle",45664
"3250",2000,"White, Not Hispanic","Current Dollars","Fourth",70010
"3251",2000,"White, Not Hispanic","Current Dollars","Highest",150534
"3252",2000,"White, Not Hispanic","Current Dollars","Top 5%",268005
"3253",1999,"White, Not Hispanic","Current Dollars","Lowest",11328
"3254",1999,"White, Not Hispanic","Current Dollars","Second",26848
"3255",1999,"White, Not Hispanic","Current Dollars","Middle",44224
"3256",1999,"White, Not Hispanic","Current Dollars","Fourth",67522
"3257",1999,"White, Not Hispanic","Current Dollars","Highest",143006
"3258",1999,"White, Not Hispanic","Current Dollars","Top 5%",250640
"3259",1998,"White, Not Hispanic","Current Dollars","Lowest",10808
"3260",1998,"White, Not Hispanic","Current Dollars","Second",26094
"3261",1998,"White, Not Hispanic","Current Dollars","Middle",42736
"3262",1998,"White, Not Hispanic","Current Dollars","Fourth",64519
"3263",1998,"White, Not Hispanic","Current Dollars","Highest",135558
"3264",1998,"White, Not Hispanic","Current Dollars","Top 5%",237943
"3265",1997,"White, Not Hispanic","Current Dollars","Lowest",10245
"3266",1997,"White, Not Hispanic","Current Dollars","Second",24655
"3267",1997,"White, Not Hispanic","Current Dollars","Middle",40616
"3268",1997,"White, Not Hispanic","Current Dollars","Fourth",61707
"3269",1997,"White, Not Hispanic","Current Dollars","Highest",130603
"3270",1997,"White, Not Hispanic","Current Dollars","Top 5%",230843
"3271",1996,"White, Not Hispanic","Current Dollars","Lowest",9965
"3272",1996,"White, Not Hispanic","Current Dollars","Second",23633
"3273",1996,"White, Not Hispanic","Current Dollars","Middle",38783
"3274",1996,"White, Not Hispanic","Current Dollars","Fourth",58589
"3275",1996,"White, Not Hispanic","Current Dollars","Highest",121410
"3276",1996,"White, Not Hispanic","Current Dollars","Top 5%",210783
"3277",1995,"White, Not Hispanic","Current Dollars","Lowest",9770
"3278",1995,"White, Not Hispanic","Current Dollars","Second",22960
"3279",1995,"White, Not Hispanic","Current Dollars","Middle",37261
"3280",1995,"White, Not Hispanic","Current Dollars","Fourth",56057
"3281",1995,"White, Not Hispanic","Current Dollars","Highest",115218
"3282",1995,"White, Not Hispanic","Current Dollars","Top 5%",197941
"3283",1994,"White, Not Hispanic","Current Dollars","Lowest",8971
"3284",1994,"White, Not Hispanic","Current Dollars","Second",21454
"3285",1994,"White, Not Hispanic","Current Dollars","Middle",35164
"3286",1994,"White, Not Hispanic","Current Dollars","Fourth",53616
"3287",1994,"White, Not Hispanic","Current Dollars","Highest",111698
"3288",1994,"White, Not Hispanic","Current Dollars","Top 5%",194009
"3289",1993,"White, Not Hispanic","Current Dollars","Lowest",8615
"3290",1993,"White, Not Hispanic","Current Dollars","Second",20951
"3291",1993,"White, Not Hispanic","Current Dollars","Middle",34204
"3292",1993,"White, Not Hispanic","Current Dollars","Fourth",51797
"3293",1993,"White, Not Hispanic","Current Dollars","Highest",106563
"3294",1993,"White, Not Hispanic","Current Dollars","Top 5%",183143
"3295",1992,"White, Not Hispanic","Current Dollars","Lowest",8518
"3296",1992,"White, Not Hispanic","Current Dollars","Second",20439
"3297",1992,"White, Not Hispanic","Current Dollars","Middle",33381
"3298",1992,"White, Not Hispanic","Current Dollars","Fourth",50087
"3299",1992,"White, Not Hispanic","Current Dollars","Highest",95699
"3300",1992,"White, Not Hispanic","Current Dollars","Top 5%",151952
"3301",1991,"White, Not Hispanic","Current Dollars","Lowest",8434
"3302",1991,"White, Not Hispanic","Current Dollars","Second",20171
"3303",1991,"White, Not Hispanic","Current Dollars","Middle",32537
"3304",1991,"White, Not Hispanic","Current Dollars","Fourth",48657
"3305",1991,"White, Not Hispanic","Current Dollars","Highest",92055
"3306",1991,"White, Not Hispanic","Current Dollars","Top 5%",143581
"3307",1990,"White, Not Hispanic","Current Dollars","Lowest",8344
"3308",1990,"White, Not Hispanic","Current Dollars","Second",19989
"3309",1990,"White, Not Hispanic","Current Dollars","Middle",31982
"3310",1990,"White, Not Hispanic","Current Dollars","Fourth",47472
"3311",1990,"White, Not Hispanic","Current Dollars","Highest",91082
"3312",1990,"White, Not Hispanic","Current Dollars","Top 5%",145276
"3313",1989,"White, Not Hispanic","Current Dollars","Lowest",8105
"3314",1989,"White, Not Hispanic","Current Dollars","Second",19266
"3315",1989,"White, Not Hispanic","Current Dollars","Middle",31079
"3316",1989,"White, Not Hispanic","Current Dollars","Fourth",46096
"3317",1989,"White, Not Hispanic","Current Dollars","Highest",89468
"3318",1989,"White, Not Hispanic","Current Dollars","Top 5%",144915
"3319",1988,"White, Not Hispanic","Current Dollars","Lowest",7557
"3320",1988,"White, Not Hispanic","Current Dollars","Second",18252
"3321",1988,"White, Not Hispanic","Current Dollars","Middle",29519
"3322",1988,"White, Not Hispanic","Current Dollars","Fourth",43547
"3323",1988,"White, Not Hispanic","Current Dollars","Highest",82085
"3324",1988,"White, Not Hispanic","Current Dollars","Top 5%",129359
"3325",1987,"White, Not Hispanic","Current Dollars","Lowest",7159
"3326",1987,"White, Not Hispanic","Current Dollars","Second",17419
"3327",1987,"White, Not Hispanic","Current Dollars","Middle",28219
"3328",1987,"White, Not Hispanic","Current Dollars","Fourth",41593
"3329",1987,"White, Not Hispanic","Current Dollars","Highest",77889
"3330",1987,"White, Not Hispanic","Current Dollars","Top 5%",122615
"3331",1986,"White, Not Hispanic","Current Dollars","Lowest",6664
"3332",1986,"White, Not Hispanic","Current Dollars","Second",16496
"3333",1986,"White, Not Hispanic","Current Dollars","Middle",26789
"3334",1986,"White, Not Hispanic","Current Dollars","Fourth",39489
"3335",1986,"White, Not Hispanic","Current Dollars","Highest",73941
"3336",1986,"White, Not Hispanic","Current Dollars","Top 5%",116053
"3337",1985,"White, Not Hispanic","Current Dollars","Lowest",6379
"3338",1985,"White, Not Hispanic","Current Dollars","Second",15739
"3339",1985,"White, Not Hispanic","Current Dollars","Middle",25382
"3340",1985,"White, Not Hispanic","Current Dollars","Fourth",37429
"3341",1985,"White, Not Hispanic","Current Dollars","Highest",69313
"3342",1985,"White, Not Hispanic","Current Dollars","Top 5%",107074
"3343",1984,"White, Not Hispanic","Current Dollars","Lowest",6215
"3344",1984,"White, Not Hispanic","Current Dollars","Second",14988
"3345",1984,"White, Not Hispanic","Current Dollars","Middle",24092
"3346",1984,"White, Not Hispanic","Current Dollars","Fourth",35543
"3347",1984,"White, Not Hispanic","Current Dollars","Highest",64631
"3348",1984,"White, Not Hispanic","Current Dollars","Top 5%",97482
"3349",1983,"White, Not Hispanic","Current Dollars","Lowest",5811
"3350",1983,"White, Not Hispanic","Current Dollars","Second",14049
"3351",1983,"White, Not Hispanic","Current Dollars","Middle",22534
"3352",1983,"White, Not Hispanic","Current Dollars","Fourth",33141
"3353",1983,"White, Not Hispanic","Current Dollars","Highest",60217
"3354",1983,"White, Not Hispanic","Current Dollars","Top 5%",91021
"3355",1982,"White, Not Hispanic","Current Dollars","Lowest",5408
"3356",1982,"White, Not Hispanic","Current Dollars","Second",13347
"3357",1982,"White, Not Hispanic","Current Dollars","Middle",21443
"3358",1982,"White, Not Hispanic","Current Dollars","Fourth",31347
"3359",1982,"White, Not Hispanic","Current Dollars","Highest",56872
